loanId,memberId,yearsEmployment,homeOwnership,annualIncome,dtiRatio,lengthCreditHistory,numTotalCreditLines,numOpenCreditLines,numOpenCreditLines1Year,revolvingBalance,revolvingUtilizationRate,numDerogatoryRec,numDelinquency2Years,numChargeoff1year,numInquiries6Mon,isJointApplication,loanAmount,term,interestRate,monthlyPayment,grade,loanStatus
1139827,2098667,3.0,2,49896,17.17,15,17,12.0,10,14939,58.01,0,0,0,1,0.0,16695.0,60,9.69,352,B1,0
1795347,2749167,1.0,2,53258,13.51,8,18,14.0,10,14237,74.12,0,0,0,0,0.0,20607.0,36,9.93,664,E2,0
1142329,2795673,3.0,1,55207,26.69,7,13,12.0,9,12727,74.92,0,0,0,0,0.0,29646.0,36,23.71,1159,E2,0
1584814,2066815,3.0,0,51025,18.3,9,15,8.0,6,9113,75.71,0,0,0,1,0.0,25523.0,60,20.03,677,A1,0
1213899,2632606,0.5,0,47983,27.99,3,17,13.0,9,11112,80.02,0,0,0,0,0.0,19641.0,36,13.5,667,C2,0
1177863,2862606,0.5,1,51266,24.54,1,9,5.0,5,14187,45.43,0,0,0,2,1.0,20881.0,36,9.5,669,E1,0
1222664,2487647,0.5,0,54127,23.9,5,15,13.0,10,14000,78.44,0,0,0,1,0.0,32260.0,60,21.81,888,D2,0
1028288,2554785,0.5,0,46604,22.26,2,16,15.0,8,14064,68.81,0,0,0,3,0.0,31379.0,60,10.8,679,A3,0
1031887,2254718,1.0,0,52497,15.85,21,15,8.0,7,15343,100.0,1,14,14,0,0.0,18892.0,60,10.01,401,D2,0
1264430,2790593,1.0,0,54955,20.32,9,12,7.0,6,16655,82.28,1,0,0,2,0.0,14476.0,48,11.01,374,E1,0
1607354,2168067,0.5,1,49279,25.21,1,4,3.0,3,12504,63.69,0,0,0,1,0.0,27809.0,60,12.6,627,B2,0
1766330,2813974,8.0,1,50965,22.18,1,3,2.0,1,14559,91.31,0,1,1,0,0.0,19715.0,36,12.7,661,E2,0
1799587,2307914,12.0,1,49440,17.68,2,17,11.0,9,14839,50.04,0,0,0,0,0.0,26556.0,36,10.81,867,E2,0
1538599,2229216,1.0,0,52752,17.35,4,9,7.0,7,14472,64.87,0,0,0,1,0.0,26775.0,36,21.48,1015,E2,0
1816370,2363005,1.0,0,51040,20.44,20,19,12.0,10,13192,83.55,0,5,4,1,0.0,19104.0,36,10.41,620,C3,0
1497470,2473807,1.0,1,47814,18.03,3,17,10.0,9,16526,44.95,3,0,0,1,0.0,21121.0,36,7.36,656,B3,0
1890627,2402451,12.0,1,52675,20.13,30,13,9.0,8,14668,62.64,0,0,0,1,0.0,29797.0,48,28.65,1050,B2,0
1810019,2219728,8.0,0,52623,21.5,6,12,10.0,10,15018,83.35,0,15,13,4,0.0,30292.0,36,9.44,969,E1,0
1830754,2736863,12.0,1,48656,17.44,18,12,11.0,8,10414,88.89,2,0,0,2,0.0,28723.0,48,5.82,672,D3,0
1152498,2876735,0.5,0,53710,19.72,3,16,15.0,13,8868,44.13,0,3,2,1,0.0,25159.0,48,11.99,662,C1,0
1046857,2810000,3.0,1,49154,10.09,8,13,13.0,12,14681,94.38,0,1,1,0,0.0,18831.0,36,20.63,706,E3,0
1336111,2498387,1.0,2,48459,23.66,28,8,7.0,6,11055,67.54,0,0,0,0,0.0,8174.0,36,5.73,248,D2,0
1753696,2669252,3.0,0,50550,12.64,10,17,10.0,6,11352,70.09,0,0,0,0,0.0,15006.0,36,13.71,511,D2,0
1462933,2370861,0.5,0,45715,13.36,5,9,8.0,5,13566,59.44,0,1,1,0,0.0,21479.0,36,6.57,659,D3,0
1428478,2026046,3.0,2,53861,25.47,4,16,15.0,12,16079,40.02,4,0,0,1,0.0,20797.0,60,8.34,425,D2,0
1754689,2387377,3.0,2,45448,27.51,4,11,6.0,3,15872,99.45,6,0,0,2,0.0,29133.0,36,5.46,879,B3,0
1134898,2844699,0.5,2,44844,25.82,7,14,12.0,8,13323,65.45,8,0,0,1,0.0,22072.0,48,12.52,587,A3,0
1632953,2748964,0.5,0,52581,24.28,6,21,14.0,9,13790,83.38,0,0,0,0,0.0,20659.0,36,22.98,833,D1,0
1709775,2628828,8.0,2,44819,23.74,6,14,9.0,7,16111,77.41,0,0,0,1,0.0,21222.0,48,21.66,665,D3,0
1809886,2024683,12.0,0,52729,32.17,9,14,11.0,11,12216,68.14,0,0,0,10,0.0,16462.0,48,15.45,462,C3,0
1718195,2793728,0.5,2,54077,23.78,2,13,12.0,8,15875,56.38,0,0,0,0,0.0,22474.0,48,7.51,544,D2,0
1483716,2214757,0.5,1,54813,25.6,14,13,10.0,8,11861,76.45,0,0,0,1,0.0,23681.0,36,19.38,873,E1,0
1714462,2413695,12.0,0,55359,24.35,6,18,18.0,15,15326,55.83,0,0,0,3,0.0,29422.0,36,13.72,1002,B2,0
1178382,2522703,0.5,1,50902,20.63,20,15,12.0,11,9972,70.8,6,0,0,2,0.0,16906.0,60,13.19,386,A1,0
1794064,2746840,0.5,1,51249,12.62,35,14,11.0,9,10221,54.97,0,0,0,0,0.0,21451.0,48,6.48,509,D2,0
1613304,2370459,12.0,2,49359,22.22,8,9,5.0,4,14863,77.1,0,1,1,1,0.0,27070.0,60,12.34,607,E1,0
1710878,2417342,3.0,1,52835,28.95,8,18,12.0,8,12444,74.74,0,1,1,1,0.0,24703.0,60,16.89,612,D1,0
1650510,2161563,12.0,2,57896,18.45,3,14,8.0,8,13732,53.66,1,0,0,1,0.0,18964.0,60,13.62,438,B1,0
1101600,2814511,1.0,1,58735,15.39,3,15,11.0,10,13455,46.86,1,0,0,0,0.0,24940.0,48,19.3,750,E2,0
1168447,2040920,1.0,1,50722,19.58,40,16,8.0,7,13200,82.12,0,0,0,0,0.0,19462.0,60,11.18,425,E1,0
1327040,2252968,1.0,1,47533,24.23,6,14,8.0,5,15097,78.08,0,0,0,0,0.0,17900.0,48,12.49,476,E2,0
1781696,2554090,12.0,2,55997,26.52,5,5,3.0,2,10008,94.83,1,4,3,10,0.0,21642.0,36,19.41,798,B1,0
1771682,2310061,3.0,1,50789,22.66,5,12,7.0,4,14481,75.07,0,0,0,0,0.0,15905.0,60,14.15,371,C1,0
1376639,2871799,12.0,2,59459,18.66,7,15,11.0,7,12928,69.36,0,3,3,1,1.0,20248.0,60,4.06,373,A1,0
1755947,2833932,3.0,0,51108,18.99,4,19,17.0,9,10843,48.6,0,19,13,18,0.0,20181.0,48,5.81,472,D2,0
1335963,2479258,8.0,0,51056,21.54,19,14,13.0,8,11020,66.55,9,6,3,2,0.0,17915.0,60,16.97,445,C3,0
1820412,2526909,12.0,1,49310,24.8,7,15,10.0,8,14150,60.12,0,0,0,2,0.0,27811.0,48,18.67,827,E3,0
1409579,2114665,8.0,1,60013,16.58,10,12,6.0,4,9509,73.09,0,0,0,1,0.0,25734.0,48,10.19,655,E2,0
1609593,2793847,0.5,1,51205,14.79,5,10,7.0,5,14478,86.22,0,0,0,2,0.0,19834.0,60,5.8,382,C3,0
1490278,2596674,8.0,2,47165,22.33,9,17,9.0,8,12125,90.58,0,1,1,1,0.0,25307.0,48,13.92,691,D2,0
1494404,2469977,3.0,1,49323,25.37,6,9,5.0,5,11108,42.49,0,0,0,1,0.0,20659.0,60,19.24,555,C3,0
1606658,2800585,8.0,0,51342,22.76,33,16,10.0,6,13834,67.53,1,0,0,0,0.0,27308.0,48,7.15,656,A3,0
1697807,2518140,8.0,0,53866,21.99,1,11,9.0,6,10234,94.76,1,0,0,0,0.0,21896.0,60,7.22,436,B2,0
1616498,2540264,3.0,1,55177,20.28,3,17,15.0,13,12037,86.19,0,0,0,1,0.0,34183.0,36,14.13,1170,B3,0
1569101,2409681,8.0,0,50658,20.19,1,14,7.0,5,15672,100.0,0,0,0,0,0.0,24058.0,60,23.06,679,A2,0
1517381,2677667,8.0,2,56940,19.66,4,11,9.0,8,14076,78.22,0,0,0,1,0.0,9676.0,36,19.46,357,E3,0
1713678,2414129,0.5,1,53705,9.75,2,10,8.0,7,15784,49.14,7,0,0,0,0.0,23805.0,36,21.6,904,E1,0
1540099,2561229,3.0,1,58087,18.18,3,10,6.0,4,17568,77.21,0,0,0,0,0.0,22714.0,36,19.07,833,C2,0
1245489,2244011,3.0,2,50218,31.98,5,19,16.0,13,11672,96.71,0,0,0,0,0.0,26959.0,60,18.52,692,D2,0
1257654,2651489,0.5,2,58102,22.2,3,16,14.0,9,14611,73.13,0,0,0,0,0.0,23714.0,60,21.04,642,E3,0
1837125,2621216,0.5,2,50052,17.75,2,9,7.0,5,15915,74.17,4,0,0,1,0.0,22309.0,48,8.1,546,D2,0
1350745,2835849,8.0,2,49102,18.81,27,10,5.0,3,11489,54.36,0,0,0,0,0.0,19436.0,60,12.63,439,C3,0
1070238,2486996,1.0,0,54095,18.35,1,13,9.0,5,15552,88.56,13,0,0,5,0.0,16666.0,48,17.22,483,C1,0
1643888,2655595,3.0,1,44226,15.79,38,14,14.0,11,14806,88.08,0,1,1,0,0.0,24975.0,60,23.82,716,C3,0
1730306,2505525,8.0,0,54143,20.61,7,13,11.0,9,14056,63.31,0,0,0,0,0.0,19990.0,48,17.88,586,D2,0
1316848,2474282,0.5,1,47731,15.07,6,6,4.0,3,10660,83.75,0,0,0,0,0.0,19027.0,48,9.52,478,E2,0
1565762,2892059,12.0,2,53626,20.6,1,14,8.0,7,16319,72.11,0,5,4,1,0.0,20088.0,36,27.01,820,C1,0
1814942,2014770,8.0,0,49413,21.13,4,16,12.0,8,12749,74.85,0,0,0,0,0.0,13984.0,36,12.95,471,C3,0
1579703,2121840,0.5,0,51503,24.02,14,19,17.0,16,12924,93.73,0,0,0,1,0.0,18241.0,36,11.37,600,E2,0
1014884,2417260,8.0,1,50534,13.9,2,10,10.0,8,14056,55.88,0,0,0,2,0.0,23320.0,60,21.05,879,D3,0
1176735,2015770,0.5,1,52938,23.13,3,18,11.0,11,15022,68.88,0,0,0,0,0.0,21224.0,60,16.05,517,D1,0
1457406,2589660,1.0,2,50209,27.29,39,13,11.0,9,15299,95.32,0,0,0,0,0.0,24202.0,60,9.64,510,E3,0
1769958,2208639,8.0,1,50234,21.33,6,17,14.0,8,13617,65.88,0,0,0,0,0.0,25587.0,60,8.5,525,C3,0
1286331,2009247,8.0,2,49448,16.86,9,16,14.0,11,12149,61.72,14,18,9,0,0.0,21853.0,60,8.37,447,A2,0
1214051,2190527,3.0,2,52392,11.75,13,23,16.0,15,14323,92.38,5,0,0,1,0.0,23612.0,48,26.49,803,D2,0
1469082,2171500,12.0,1,58876,18.86,30,20,10.0,7,15167,97.91,0,1,1,0,0.0,11592.0,48,13.68,315,B1,0
1525383,2421035,12.0,2,48000,18.3,2,19,18.0,15,17678,71.09,0,0,0,0,0.0,16761.0,48,22.58,533,D1,0
1450256,2318188,8.0,1,55225,23.92,3,17,15.0,11,15945,73.55,1,0,0,0,0.0,25043.0,48,17.82,733,E3,0
1470274,2816358,0.5,0,45275,10.14,7,10,8.0,8,16381,86.06,0,0,0,0,0.0,25064.0,48,11.79,657,D3,0
1409805,2236773,0.5,1,48929,24.23,1,16,15.0,12,16509,46.29,0,1,1,0,0.0,28236.0,36,12.58,946,D3,0
1284473,2208377,8.0,1,50332,17.01,7,13,8.0,7,16765,72.56,1,0,0,0,0.0,29304.0,36,17.52,1052,E2,0
1737960,2539721,3.0,1,49796,13.99,5,16,12.0,11,16130,66.8,0,2,2,0,0.0,13594.0,60,11.57,299,B1,0
1846694,2401981,0.5,2,47495,36.18,4,17,17.0,12,13222,95.81,0,0,0,0,0.0,14867.0,60,13.62,343,D3,0
1646486,2698494,8.0,1,48565,15.07,7,13,8.0,7,11895,56.43,0,0,0,0,0.0,25262.0,60,9.89,535,C1,0
1338839,2097278,0.5,0,51108,22.08,1,5,4.0,3,13309,89.57,0,0,0,1,0.0,27178.0,48,10.96,702,C2,0
1139870,2451473,3.0,0,53437,23.37,1,12,10.0,7,12867,74.17,0,3,2,2,0.0,21252.0,48,12.8,568,C3,0
1779791,2311314,8.0,0,58712,22.27,6,13,8.0,7,14363,85.98,0,20,15,0,0.0,26065.0,48,21.96,821,B2,0
1273456,2249249,0.5,1,50372,16.93,1,10,8.0,5,17065,64.78,0,1,1,0,0.0,25068.0,36,10.77,818,A1,0
1034860,2672958,0.5,1,50959,23.81,21,22,16.0,15,12358,59.44,0,0,0,2,0.0,16154.0,48,15.29,452,E1,0
1261250,2861573,8.0,1,49174,13.89,5,11,7.0,7,11408,72.64,0,0,0,0,0.0,28454.0,36,18.35,1034,E3,0
1837372,2799893,1.0,0,58450,16.22,9,12,7.0,4,11830,62.62,0,0,0,0,0.0,23844.0,60,16.03,580,E3,0
1789543,2171930,3.0,2,55734,21.07,6,12,6.0,3,11159,80.5,0,0,0,1,0.0,22708.0,60,10.85,492,E2,0
1323082,2238240,3.0,0,52215,17.85,4,24,20.0,12,13225,100.0,0,0,0,0,0.0,28995.0,48,13.24,781,E3,0
1840560,2214881,8.0,1,56462,13.41,16,17,9.0,7,14625,97.11,0,0,0,0,0.0,24059.0,48,11.86,632,E2,0
1553821,2326442,1.0,1,51623,18.65,4,17,12.0,7,12708,58.17,0,17,14,0,0.0,27372.0,48,11.35,712,D2,0
1126979,2863914,3.0,1,51405,23.49,5,14,9.0,6,12243,77.83,0,0,0,0,0.0,18219.0,60,9.43,382,E1,0
1400433,2158385,0.5,2,50895,28.95,30,14,8.0,5,16233,73.53,1,0,0,0,0.0,25396.0,60,15.67,613,C1,0
1662541,2024218,12.0,0,51779,20.96,27,13,8.0,6,17183,92.23,0,20,12,0,0.0,24685.0,60,9.2,515,A3,0
1483189,2004675,0.5,0,47067,17.2,5,20,15.0,15,16385,83.65,7,0,0,0,0.0,27475.0,60,12.41,617,C2,0
1046280,2638903,0.5,1,53481,9.86,14,15,9.0,8,14930,88.74,9,0,0,14,0.0,18682.0,60,11.19,408,C3,0
1608182,2471914,1.0,0,53967,17.64,6,11,9.0,7,12897,78.22,0,0,0,2,0.0,18615.0,36,11.88,617,C1,0
1542808,2871077,12.0,1,54012,19.38,10,11,8.0,5,13493,61.67,0,0,0,1,0.0,15932.0,60,15.51,383,E3,0
1767209,2078976,1.0,1,54678,15.2,3,15,10.0,7,12213,61.87,1,0,0,2,0.0,18298.0,60,13.26,419,A2,0
1126027,2751386,0.5,0,54817,18.51,38,13,12.0,6,12320,89.73,0,2,1,0,0.0,9794.0,60,9.16,204,E3,0
1142340,2361165,8.0,1,43026,23.19,7,16,13.0,11,15226,67.15,0,0,0,0,0.0,27285.0,36,6.49,836,D1,0
1348501,2161511,0.5,0,51974,17.19,10,15,13.0,11,9672,71.23,1,1,1,3,0.0,19956.0,48,21.55,624,B3,0
1025854,2473178,3.0,1,50511,15.53,3,16,14.0,13,14539,57.77,0,0,0,0,0.0,26736.0,60,19.98,708,D3,0
1177516,2269012,12.0,1,50869,16.8,5,21,11.0,6,12984,82.46,0,0,0,0,0.0,23830.0,36,16.17,840,D3,0
1803344,2692154,1.0,2,48085,23.51,3,16,12.0,10,10138,84.84,0,1,1,0,0.0,18143.0,48,7.9,442,A1,0
1088705,2775511,3.0,2,48399,9.62,13,19,14.0,13,12743,69.34,5,0,0,0,0.0,27507.0,60,10.74,595,E2,0
1696962,2328943,12.0,0,47050,16.53,5,20,10.0,9,14735,79.78,0,0,0,9,0.0,29178.0,36,23.3,1134,A1,0
1637615,2097520,12.0,2,52665,14.56,39,8,6.0,5,14372,76.47,1,0,0,1,0.0,26757.0,36,27.71,1103,C3,0
1743026,2527994,8.0,2,54401,25.26,2,22,16.0,14,13658,57.33,0,0,0,12,0.0,30833.0,48,10.04,783,E2,0
1442769,2860828,8.0,1,50740,16.9,20,18,11.0,8,13152,62.82,0,0,0,2,0.0,25101.0,60,10.82,544,D2,0
1044244,2276678,12.0,0,54473,21.8,15,12,8.0,8,14314,64.34,3,0,0,0,1.0,20041.0,48,19.65,606,D2,0
1767605,2130029,8.0,0,52159,24.49,1,15,9.0,7,12465,61.44,0,0,0,0,0.0,19438.0,48,19.78,589,D1,0
1096345,2797180,1.0,2,54173,24.26,5,13,11.0,9,15656,61.65,0,0,0,0,0.0,20659.0,48,14.78,796,D2,0
1105357,2843116,0.5,1,50218,15.15,1,12,8.0,5,13087,76.35,0,1,1,1,0.0,21421.0,48,11.45,558,A3,0
1326249,2389381,8.0,0,51442,23.83,31,17,13.0,13,9626,69.23,6,0,0,0,0.0,20812.0,48,9.26,520,C1,0
1277430,2101175,12.0,1,51368,23.39,25,20,15.0,11,12093,72.04,0,0,0,1,0.0,21418.0,60,13.37,491,A2,0
1881606,2049110,1.0,1,49226,17.81,4,17,12.0,8,13241,48.06,0,0,0,1,0.0,23200.0,48,8.83,575,A3,0
1139849,2255312,1.0,0,56399,12.91,32,14,9.0,8,12180,100.0,0,0,0,1,0.0,27845.0,60,10.92,604,C2,0
1719687,2603081,1.0,0,46696,16.66,24,15,9.0,9,11778,57.39,0,3,2,0,0.0,21688.0,36,9.25,692,C3,0
1181238,2794719,1.0,1,49163,22.9,4,14,14.0,14,13617,37.21,0,1,1,15,0.0,23358.0,36,17.9,843,D3,0
1542095,2116473,12.0,0,49246,14.0,6,20,15.0,12,13344,68.82,0,1,1,1,0.0,20423.0,60,8.95,423,E1,0
1748364,2102324,1.0,2,53515,26.15,4,19,11.0,9,12768,56.3,0,0,0,1,0.0,25442.0,36,19.55,940,D3,0
1009463,2071769,8.0,2,52780,15.15,9,18,11.0,9,15931,51.17,0,0,0,2,0.0,22543.0,48,27.13,774,E3,0
1507081,2409371,1.0,2,54787,14.5,3,13,9.0,5,16853,48.91,1,1,1,1,0.0,19087.0,36,7.87,597,E2,0
1389354,2263116,12.0,0,51092,17.1,3,16,12.0,10,19047,81.94,0,0,0,1,0.0,25104.0,60,13.03,572,D1,0
1851279,2698454,8.0,2,51151,17.96,6,13,8.0,8,12183,80.21,0,0,0,1,0.0,23614.0,36,6.93,728,C3,0
1573654,2235727,1.0,1,47050,15.24,8,17,17.0,16,15396,71.0,0,0,0,3,0.0,27968.0,36,10.39,908,D1,0
1722869,2842301,3.0,0,53561,19.86,5,22,12.0,9,10941,49.5,0,0,0,2,0.0,23908.0,60,22.61,669,E3,0
1793389,2540575,1.0,1,49557,18.07,5,14,10.0,9,14334,71.57,1,1,1,2,1.0,29064.0,36,9.75,934,B1,0
1096985,2093639,12.0,2,48004,22.21,2,18,11.0,10,13279,67.18,2,17,15,0,0.0,14887.0,36,16.4,526,C2,0
1456313,2009852,0.5,2,49391,9.24,31,19,13.0,11,14307,48.29,1,1,1,1,0.0,22810.0,36,9.03,726,C2,0
1426392,2255270,12.0,2,47556,15.71,6,19,18.0,14,13792,89.11,14,0,0,2,0.0,26631.0,48,17.97,782,E1,0
1338148,2061194,1.0,0,62817,27.99,5,18,11.0,6,14620,85.92,0,0,0,1,0.0,29685.0,36,18.64,1083,C3,0
1294507,2435462,12.0,0,53889,21.5,3,14,8.0,4,9994,52.46,0,0,0,0,0.0,20796.0,60,8.99,432,E1,0
1639219,2842860,0.5,2,52387,21.8,4,16,12.0,10,14085,80.22,0,1,1,0,0.0,24639.0,48,27.91,857,E1,0
1385150,2460152,3.0,2,53896,18.48,5,14,11.0,10,10188,58.95,0,0,0,2,0.0,20450.0,36,12.38,683,B1,0
1333598,2010866,0.5,1,56424,18.15,3,17,17.0,16,11036,77.77,0,0,0,1,0.0,21424.0,60,20.13,569,A2,0
1404186,2183552,12.0,0,54873,21.71,4,20,19.0,12,13942,64.76,0,0,0,2,0.0,19641.0,36,11.57,648,D1,0
1034850,2172415,8.0,0,51477,23.66,7,14,9.0,5,16871,41.37,0,0,0,0,0.0,31377.0,36,23.08,1216,C1,0
1202910,2072995,1.0,0,56831,13.25,1,10,10.0,6,14967,82.99,0,0,0,0,0.0,20659.0,48,21.56,583,C3,0
1142216,2263629,3.0,2,49090,20.33,9,27,21.0,20,14402,86.43,0,0,0,0,0.0,25153.0,60,21.6,689,E3,0
1627267,2470222,0.5,1,52180,18.54,10,18,13.0,9,16467,46.54,0,0,0,2,0.0,12777.0,48,20.57,393,A2,0
1825846,2377576,8.0,2,52024,18.36,10,12,8.0,7,11457,61.41,0,14,10,0,0.0,21618.0,36,18.17,783,D3,0
1571191,2279586,1.0,0,54158,16.7,6,16,14.0,8,14531,67.27,0,0,0,1,0.0,25629.0,48,10.67,658,E3,0
1184348,2891341,0.5,2,51210,15.92,17,12,9.0,8,11092,57.92,0,0,0,1,0.0,22753.0,36,19.63,841,E3,0
1130625,2422233,12.0,0,44930,25.02,4,14,10.0,9,12173,84.99,0,0,0,1,0.0,37535.0,48,25.81,1262,D3,0
1737169,2426276,3.0,2,47266,25.54,10,17,9.0,6,16777,69.7,1,0,0,2,0.0,24509.0,36,9.61,786,D1,0
1305979,2459337,0.5,0,51620,19.74,9,21,12.0,12,13289,74.23,0,0,0,13,0.0,15604.0,60,17.85,395,E1,0
1809946,2514874,12.0,1,55754,17.89,10,12,12.0,10,11670,48.53,0,7,6,1,0.0,21099.0,48,17.72,617,C2,0
1121265,2506799,8.0,0,49028,21.73,3,7,5.0,3,15930,61.29,1,0,0,1,0.0,28783.0,48,8.44,709,E1,0
1513245,2631558,8.0,0,47985,17.4,6,24,21.0,16,13045,80.99,0,0,0,1,0.0,18955.0,36,16.8,674,E2,0
1411578,2240796,1.0,1,54039,13.13,2,18,12.0,9,12376,76.03,0,1,1,2,0.0,19987.0,48,9.63,503,E3,0
1626142,2222488,3.0,2,50142,17.06,4,16,10.0,7,13463,67.59,0,0,0,2,0.0,31400.0,60,11.88,697,D2,0
1528767,2088831,12.0,2,50313,26.17,2,14,11.0,10,12043,44.84,0,14,11,2,0.0,18797.0,60,5.16,356,E1,0
1025138,2632719,0.5,0,53740,24.41,2,17,11.0,11,13953,67.18,1,0,0,0,0.0,19498.0,36,10.66,635,D1,0
1887754,2690887,3.0,2,52515,23.25,7,14,8.0,5,15732,60.91,0,0,0,0,1.0,22143.0,60,10.1,472,E1,0
1197874,2387793,0.5,1,48412,17.46,4,17,15.0,13,10978,53.8,0,0,0,0,0.0,21648.0,36,7.73,676,E3,0
1818004,2142243,8.0,2,50994,11.55,8,20,15.0,10,13949,60.54,10,0,0,0,0.0,18168.0,36,20.32,678,D1,0
1615439,2403582,1.0,1,50688,19.23,10,9,8.0,6,11682,64.58,0,0,0,1,0.0,22084.0,60,14.97,525,E3,0
1536398,2003130,3.0,0,49690,21.96,3,15,13.0,12,9986,76.53,0,0,0,2,0.0,23905.0,60,18.8,617,E2,0
1360577,2248142,1.0,2,49774,19.51,5,15,9.0,6,12100,65.12,0,0,0,12,0.0,22136.0,48,5.88,519,D3,0
1172490,2512173,3.0,1,47045,19.64,2,13,8.0,4,11539,78.62,0,0,0,1,0.0,22756.0,60,6.96,450,E3,0
1631065,2668011,3.0,0,52152,14.32,4,11,8.0,5,12084,71.68,0,0,0,2,0.0,25142.0,48,12.62,670,E1,0
1660435,2266889,8.0,2,51386,22.42,3,23,19.0,15,13474,56.4,0,0,0,0,0.0,26664.0,48,11.68,698,E3,0
1252066,2714008,0.5,2,46386,23.7,3,14,8.0,6,11004,71.36,0,0,0,1,0.0,28512.0,60,21.32,776,E3,0
1812800,2436462,0.5,0,55379,29.05,1,7,4.0,2,13577,55.77,0,0,0,0,0.0,21627.0,48,12.47,575,D2,0
1361148,2483029,3.0,2,52723,26.14,2,21,17.0,15,13947,85.93,0,1,1,1,0.0,21594.0,48,10.33,551,D2,0
1570325,2798508,12.0,2,55794,17.83,16,16,11.0,9,15353,58.71,0,0,0,0,0.0,24623.0,36,13.56,836,E3,0
1024632,2390267,1.0,0,52730,15.78,6,13,11.0,7,11030,66.36,0,0,0,1,0.0,24551.0,48,18.04,722,C1,0
1057646,2275939,1.0,2,53119,17.14,9,18,12.0,9,14157,65.94,0,4,3,1,0.0,26556.0,48,12.8,710,C2,0
1213778,2208829,8.0,1,48117,18.47,1,19,11.0,6,8857,81.46,3,1,1,1,0.0,18538.0,48,31.7,686,C1,0
1897981,2502131,12.0,0,53016,14.74,10,14,7.0,4,14920,61.03,0,0,0,0,0.0,20860.0,48,4.39,475,C2,0
1519028,2436435,1.0,2,48868,25.13,6,17,16.0,15,10741,86.15,0,0,0,0,0.0,19337.0,48,17.22,560,C2,0
1177868,2301538,8.0,1,58094,24.04,6,15,11.0,9,15056,73.13,0,0,0,0,0.0,22528.0,48,21.01,698,E3,0
1464173,2329348,8.0,2,50700,17.18,3,15,12.0,10,12584,54.7,0,0,0,0,0.0,26010.0,36,9.6,834,E2,0
1372337,2500238,3.0,2,48093,22.38,3,15,8.0,7,12722,64.93,0,0,0,1,0.0,21109.0,36,9.32,674,E3,0
1392454,2619756,1.0,2,48598,17.83,2,16,10.0,7,12679,83.33,1,9,7,0,0.0,12561.0,36,11.32,413,E3,0
1815111,2788363,8.0,0,53513,19.95,1,14,13.0,11,13043,81.76,0,0,0,2,0.0,27652.0,48,21.26,860,A3,0
1340949,2290067,12.0,2,53939,17.57,2,11,8.0,7,13848,77.49,13,0,0,1,0.0,25475.0,36,12.54,853,E1,0
1657496,2368351,12.0,2,54340,21.54,8,20,19.0,10,11848,82.86,1,0,0,1,0.0,21857.0,48,19.6,660,C2,0
1197043,2048121,3.0,1,51669,22.19,8,16,13.0,7,12426,80.46,0,0,0,6,0.0,21682.0,36,15.59,758,A2,0
1024790,2793116,1.0,0,57969,18.5,3,18,17.0,10,13537,68.98,1,0,0,0,0.0,22686.0,36,6.23,693,D2,0
1575024,2824503,8.0,0,57001,25.32,38,17,14.0,9,13533,70.36,0,0,0,0,0.0,27683.0,60,15.67,969,B3,0
1354167,2589267,3.0,0,51440,19.3,10,16,14.0,9,13789,48.68,0,0,0,17,0.0,25303.0,60,6.87,499,B1,0
1897098,2751336,0.5,0,54418,23.63,16,12,7.0,6,13155,56.77,0,0,0,1,0.0,29439.0,48,10.91,760,E1,0
1599761,2541442,8.0,1,53105,20.12,10,16,14.0,11,11614,47.89,0,19,18,0,0.0,31860.0,60,9.21,665,A1,0
1116848,2123184,3.0,2,49611,21.53,2,16,12.0,11,11416,60.22,0,0,0,1,0.0,24610.0,48,19.37,741,E2,0
1158319,2843970,12.0,0,47464,26.07,3,16,14.0,13,14009,74.01,0,0,0,0,0.0,23610.0,48,6.73,562,A1,0
1161244,2864111,8.0,2,53451,29.99,12,17,13.0,7,13981,64.56,0,0,0,0,0.0,21213.0,60,7.39,424,D3,0
1443932,2529679,3.0,0,45720,19.09,5,23,21.0,15,13182,59.07,0,0,0,0,0.0,21477.0,36,6.97,663,A1,0
1408918,2006801,1.0,0,50689,16.6,2,19,15.0,8,13692,57.56,1,0,0,0,0.0,14383.0,36,14.41,494,E3,0
1171787,2375604,12.0,0,47415,22.76,32,13,9.0,9,12676,57.81,0,0,0,1,0.0,15781.0,48,22.32,500,D2,0
1531469,2316545,8.0,2,50135,16.84,6,17,10.0,8,17785,81.01,0,0,0,1,1.0,24076.0,60,10.03,512,B3,0
1049974,2238925,12.0,1,52552,23.64,13,16,10.0,8,15569,68.44,0,0,0,0,0.0,27156.0,48,6.54,645,B2,0
1292200,2529446,0.5,1,51369,7.71,3,15,11.0,8,15841,54.11,0,15,11,3,0.0,25347.0,48,16.45,724,B3,0
1790031,2869454,3.0,0,54151,18.36,5,8,7.0,6,11505,55.89,0,0,0,0,0.0,37835.0,36,11.77,1253,D1,0
1004536,2368920,12.0,1,54958,19.01,4,13,9.0,6,10243,70.62,0,0,0,0,0.0,23173.0,48,13.84,631,E2,0
1680257,2082192,1.0,2,45176,20.05,8,18,13.0,8,14667,84.11,6,0,0,0,0.0,22448.0,36,9.59,720,D2,0
1551326,2497146,0.5,2,55551,20.68,7,17,16.0,13,13018,46.73,0,0,0,1,0.0,10993.0,60,11.34,241,C2,0
