director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,duration,budget,facenumber_in_poster,imdb_score,director_name,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,actor_2_name,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,color,title_year,num_critic_for_reviews,aspect_ratio,movie_facebook_likes
7,3800,1300,805,98,7000000,0,5.5,Ruairi Robinson,23838,Horror|Sci-Fi|Thriller,Liev Schreiber,The Last Days on Mars ,28570,7371,Romola Garai,Elias Koteas,alien infection|astronaut|mars|mission|zombie,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,English,UK,R,Color,2013,120,2.35,5100
7,11000,1300,43,113,7000000,2,6.5,Mitch Davis,4720371,Adventure|Biography|Drama,Anne Hathaway,The Other Side of Heaven ,3203,12416,Nathaniel Lees,Christopher Gorham,1950s|idaho|love|missionary|mormon,http://www.imdb.com/title/tt0250371/?ref_=fn_tt_tt_1,85,English,USA,PG,Color,2001,27,1.85,650
7,6500,186,147,89,7500000,1,6.7,Stanley Tong,32333860,Action|Comedy,Jackie Chan,Rumble in the Bronx ,29843,6907,Anita Mui,Françoise Yip,fight|gang|greed|street gang|wedding,http://www.imdb.com/title/tt0113326/?ref_=fn_tt_tt_1,81,Cantonese,Hong Kong,R,Color,1995,62,2.35,1100
7,12000,3800,3000,91,10000000,2,5.5,Michael Meredith,19348,Comedy|Drama,Jeff Bridges,The Open Road ,2941,22718,Justin Timberlake,Kate Mara,american south|baseball|farmland|motel|road trip,http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1,11,English,USA,PG-13,Color,2009,23,2.35,370
7,1200,1200,906,93,10000000,1,3.9,Scott Marshall,5561,Comedy|Romance,Rachael Leigh Cook,Blonde Ambition ,4995,7125,Drew Fuller,Luke Wilson,boss|business|career|confidence|female protagonist,http://www.imdb.com/title/tt0887719/?ref_=fn_tt_tt_1,34,English,USA,PG-13,Color,2007,20,1.85,160
7,23000,3300,2200,95,10000000,2,5.8,Robert Iscove,63319509,Comedy|Romance,Paul Walker,She's All That ,67115,38734,Matthew Lillard,Anna Paquin,bet|friend|high school|prom|prom queen,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,389,English,USA,PG-13,Color,1999,96,1.85,2600
7,2900,2500,2100,98,10000000,2,5.6,Bob Dolman,30306281,Comedy|Drama,Geoffrey Rush,The Banger Sisters ,12388,10817,Robin Thomas,Susan Sarandon,bartender|groupie|lawyer|road trip|writer,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,147,English,USA,R,Color,2002,92,2.35,744
7,31000,2600,1900,102,10000000,7,6,Julian Gilbey,,Action|Comedy|Crime|Drama,Mem Ferda,Plastic ,5865,40134,Will Poulter,Terry Stone,credit card fraud|lesbian kiss|miami,http://www.imdb.com/title/tt2556874/?ref_=fn_tt_tt_1,12,English,UK,R,Color,2014,29,,1000
7,68,29,24,106,11000000,4,7.4,Eric Lartigau,,Comedy|Drama|Music,Karin Viard,La Famille Bélier ,15060,175,François Damiens,Eric Elmosnino,audition|deaf|family relationships|love|singing,http://www.imdb.com/title/tt3547740/?ref_=fn_tt_tt_1,27,French,France,,Color,2014,94,1.85,6600
7,525,281,251,90,12000000,2,2.1,Robert Iscove,4922166,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly ,23606,1445,Brian Dietzen,Kelly Clarkson,bar|florida|love|spring break|waitress,http://www.imdb.com/title/tt0339034/?ref_=fn_tt_tt_1,304,English,USA,PG,Color,2003,60,1.85,2100
7,1100,662,345,120,12000000,0,7.5,Marco Kreuzpaintner,214202,Crime|Drama|Thriller,Kevin Kline,Trade ,14831,3052,Kate del Castillo,Zack Ward,friend|girl|mexico city|new jersey|sex,http://www.imdb.com/title/tt0399095/?ref_=fn_tt_tt_1,75,English,Germany,R,Color,2007,69,2.35,2300
7,84,33,16,138,12000000,0,6.1,Takashi Yamazaki,,Action|Adventure|Drama|Sci-Fi,Takuya Kimura,Space Battleship Yamato ,4899,164,Hiroyuki Ikeuchi,Meisa Kuroki,alien|battleship|message|radiation|yamato,http://www.imdb.com/title/tt1477109/?ref_=fn_tt_tt_1,49,Japanese,Japan,TV-14,Color,2010,44,2.35,2300
7,3000,2700,1100,99,13000000,3,6,Craig Bolotin,5871603,Drama|Thriller,Rosario Dawson,Light It Up ,3116,10285,Judd Nelson,Forest Whitaker,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,USA,R,Color,1999,39,1.85,251
7,1700,1300,919,89,15000000,0,5.1,Martin Weisz,20801344,Horror,Lee Thompson Young,The Hills Have Eyes II ,49721,5559,Jeff Kober,Jessica Stroup,desert|fight|hill|murder|mutant,http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1,211,English,USA,R,Color,2007,161,2.35,1200
7,3900,235,46,94,15300000,1,6.6,Gérard Krawczyk,81525,Action|Comedy|Crime|Drama|Thriller,Jean Reno,Wasabi ,29392,4203,Ryôko Hirosue,Carole Bouquet,french|inheritance|japan|letter|police detective hero,http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1,91,French,France,R,Color,2001,40,2.35,1600
7,3500,2700,1500,93,15500000,0,5.9,Wayne Beach,1181197,Drama|Mystery|Thriller,Chiwetel Ejiofor,Slow Burn ,3299,12029,Taye Diggs,Ray Liotta,district attorney|interview|murder|prosecutor|reporter,http://www.imdb.com/title/tt0376196/?ref_=fn_tt_tt_1,24,English,USA,R,Color,2005,40,1.85,191
7,3000,2100,1500,94,16000000,3,5.3,Robert Iscove,20627372,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls ,13661,8151,Freddie Prinze Jr.,Claire Forlani,best friend|break up|friendship|graduation|male in underwear,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,134,English,USA,PG-13,Color,2000,67,1.85,487
7,1300,835,787,109,16000000,0,7.2,Peter Kosminsky,16346122,Drama,Billy Connolly,White Oleander ,25549,3872,Cole Hauser,Patrick Fugit,california|foster home|love|oleander|prison,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171,English,USA,PG-13,Color,2002,103,1.85,1300
7,6400,2500,2000,109,18000000,0,5.6,Brandon Camp,22927390,Drama|Romance,Jennifer Aniston,Love Happens ,25344,18447,Judy Greer,Aaron Eckhart,florist|motivational speaker|self help guru|seminar|widower,http://www.imdb.com/title/tt0899106/?ref_=fn_tt_tt_1,77,English,USA,PG-13,Color,2009,111,1.85,2100
7,2800,1700,723,85,20000000,0,5.8,Marcus Raboy,32983713,Comedy|Drama,Terry Crews,Friday After Next ,19284,8212,John Witherspoon,Ice Cube,apartment|christmas|christmas present|rent|security guard,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,66,English,USA,R,Color,2002,26,1.85,981
7,9300,2000,577,83,24000000,0,4.1,Mic Rodgers,10431220,Action|Sci-Fi,Jean-Claude Van Damme,Universal Soldier: The Return ,24216,13324,Daniel von Bargen,Michael Jai White,combat|computer|general|military|reporter,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162,English,USA,R,Color,1999,75,1.85,401
7,1800,1000,562,101,25000000,1,5.6,Mark Helfrich,35000629,Comedy|Romance,Sasha Pieterse,Good Luck Chuck ,74622,4622,Dan Fogler,Dane Cook,breasts|leg spreading|mini skirt|sex|sex in bed,http://www.imdb.com/title/tt0452625/?ref_=fn_tt_tt_1,150,English,USA,R,Color,2007,127,1.85,3700
7,40000,9000,1300,109,34000000,0,5.3,Rand Ravich,10654581,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,45497,53921,Gary Grubbs,Charlize Theron,astronaut|electrocuted in bathtub|mission|pilot|sister,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260,English,USA,R,Color,1999,107,1.85,1000
7,40000,9000,1300,109,34000000,0,5.3,Rand Ravich,10654581,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,45500,53921,Gary Grubbs,Charlize Theron,astronaut|electrocuted in bathtub|mission|pilot|sister,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1,260,English,USA,R,Color,1999,107,1.85,1000
7,7600,3800,3100,123,35000000,3,6.2,David Mirkin,40334024,Comedy|Crime|Romance,Zach Galifianakis,Heartbreakers ,44168,24012,Jennifer Love Hewitt,Sigourney Weaver,bank|infidelity|millionaire|money|scam,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216,English,USA,PG-13,Color,2001,116,2.35,989
7,10000,3200,2200,86,40000000,0,6.2,Frederik Du Chau,22717758,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,The Magic Sword: Quest for Camelot ,11156,21975,Cary Elwes,Pierce Brosnan,camelot|dragon|excalibur|knight|sword,http://www.imdb.com/title/tt0120800/?ref_=fn_tt_tt_1,67,English,USA,G,Color,1998,34,1.85,1100
7,5300,5100,3000,89,40000000,2,5.9,Cal Brunker,57011847,Adventure|Animation|Comedy|Family|Sci-Fi,Jessica Alba,Escape from Planet Earth ,20615,19061,Brendan Fraser,Sofía Vergara,alien|cult film|mission control|product placement|rescue,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,44,English,USA,PG,Color,2013,83,2.35,4100
7,18000,9000,2400,119,40000000,1,6.7,Pat O'Connor,25178165,Drama|Romance,Keanu Reeves,Sweet November ,70292,35284,Jason Isaacs,Charlize Theron,advertising|cancer|dog|san francisco california|terminal illness,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,274,English,USA,PG-13,Color,2001,94,1.85,8000
7,14000,4500,3000,85,42000000,0,5.8,Peter Lepeniotis,64238770,Adventure|Animation|Comedy|Family,Liam Neeson,The Nut Job ,19547,27395,Brendan Fraser,Katherine Heigl,bank robbery|heist|raccoon|rat|squirrel,http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1,64,English,Canada,PG,Color,2014,121,1.85,6300
7,3700,3400,1800,96,60000000,3,6.8,Graham Annable,50807639,Adventure|Animation|Comedy|Family|Fantasy,Elle Fanning,The Boxtrolls ,40883,16051,Richard Ayoade,Ben Kingsley,chase|puppet animation|red hat|stop motion animation|troll,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,122,English,USA,PG,Color,2014,219,1.85,11000
7,3600,2900,2000,88,90000000,0,7.5,Tony Bancroft,120618403,Adventure|Animation|Family|Fantasy|Musical|War,Eddie Murphy,Mulan ,171792,14878,Ming-Na Wen,James Hong,based on poem|based on true story|china|one word title|the huns,http://www.imdb.com/title/tt0120762/?ref_=fn_tt_tt_1,222,English,USA,G,Color,1998,143,1.66,12000
8,720,19,8,143,17350,0,3,Brandon Landers,,Drama|Horror|Thriller,Robbie Barnes,The Ridges ,125,770,Brandon Landers,Alana Kaniewski,avatar|college|death|tron|university,http://www.imdb.com/title/tt1781935/?ref_=fn_tt_tt_1,8,English,USA,,,2011,,,33
8,1000,806,487,90,100000,1,3.2,Natalie Bible',,Mystery|Thriller,Tommy O'Reilly,Windsor Drive ,169,3336,Matt Cohen,Samaire Armstrong,,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,6,English,USA,,Color,2015,7,,312
8,8900,5600,2000,80,427000,1,5.7,Youssef Delara,2833383,Drama|Music,Edward James Olmos,Filly Brown ,910,20359,Noel Gugliemi,Emilio Rivera,,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,11,English,USA,R,Color,2012,16,2.35,1200
8,3900,423,23,97,500000,0,5.9,John 'Bud' Cardos,17000000,Horror|Sci-Fi,William Shatner,Kingdom of the Spiders ,3274,4416,Hoke Howell,Woody Strode,death|farm|hotel|spider|tarantula,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,84,English,USA,PG,Color,1977,95,1.85,1100
8,5900,2000,424,86,750000,0,6.9,Matt Maiellaro,5518918,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Bruce Campbell,Aqua Teen Hunger Force Colon Movie Film for Theaters ,12160,8971,Fred Armisen,Tina Fey,based on cult tv series|critically acclaimed|exercise machine|midnight movie|robot,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,73,English,USA,R,Color,2007,82,1.85,307
8,2000,1900,1500,88,800000,0,5.2,Youssef Delara,,Thriller,Noel Gugliemi,Enter the Dangerous Mind ,704,10569,Gina Rodriguez,Nikki Reed,dubstep|tied feet,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,9,English,USA,,Color,2013,17,2.35,406
8,3400,529,423,95,1500000,3,6.2,Noah Buschel,17580,Drama,Michael Shannon,The Missing Person ,1268,6149,Amy Ryan,Merritt Wever,cellphone|detective|missing person|private detective|train,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,23,English,USA,,Color,2009,66,1.85,195
8,34000,2700,2500,87,2000000,3,6.6,Brad Copeland,,Comedy,Sunil Narkar,Coffee Town ,4204,40996,Jake Johnson,Adrianne Palicki,barista|coffee|coffee shop|fight|insult,http://www.imdb.com/title/tt2234025/?ref_=fn_tt_tt_1,19,English,USA,,Color,2013,9,2.35,1200
8,798,472,78,99,2200000,2,7.1,Justin Kerrigan,104257,Comedy|Music,Danny Dyer,Human Traffic ,19194,1430,Shaun Parkes,John Simm,friday|friend|hip hop|techno rave|weekend,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,160,English,UK,R,Color,1999,47,1.85,3300
8,426,399,35,90,2500000,0,5.9,Alex Rivera,75727,Drama|Romance|Sci-Fi|Thriller,Leonor Varela,Sleep Dealer ,5699,862,Tenoch Huerta,Jacob Vargas,computer|future|mexican immigrant|network|wilhelm scream,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,40,Spanish,USA,PG-13,Color,2008,47,1.85,1300
8,1500,798,634,83,3000000,1,5.3,Will Canon,,Horror|Thriller,Maria Bello,Demonic ,7358,6256,Scott Mechlowicz,Frank Grillo,death|detective|house|missing|supernatural,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1,39,English,USA,R,Color,2015,58,,2300
8,1200,1100,759,86,4000000,1,6.3,Kevin Allen,185577,Comedy,Donal Logue,The Big Tease ,2133,5105,Craig Ferguson,David Hasselhoff,competition|fake documentary|hairdresser|nudity|reference to liberace,http://www.imdb.com/title/tt0156639/?ref_=fn_tt_tt_1,31,English,UK,R,Color,1999,33,1.85,182
8,3000,3000,2000,119,4000000,4,6,Sam Levinson,,Comedy|Drama,George Kennedy,Another Happy Day ,3297,13484,Demi Moore,Ezra Miller,countryside|marriage|maryland|usa|wedding,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,42,English,USA,R,Color,2011,46,2.35,798
8,3100,1000,893,90,5000000,1,4.7,Katherine Dieckmann,92900,Comedy|Drama,Uma Thurman,Motherhood ,3662,6246,Minnie Driver,Stephanie Szostak,birthday|birthday party|delivery man|mother|neighbor,http://www.imdb.com/title/tt1220220/?ref_=fn_tt_tt_1,23,English,USA,PG-13,Color,2009,43,1.85,546
8,45000,541,400,93,5000000,0,4,Ed Gass-Donnelly,15152879,Drama|Horror|Thriller,Muse Watson,The Last Exorcism Part II ,13506,46868,Ashley Bell,Spencer Treat Clark,car fire|evil|hospital|hotel|prophecy,http://www.imdb.com/title/tt2034139/?ref_=fn_tt_tt_1,68,English,France,PG-13,Color,2013,161,2.35,8800
8,4800,926,400,107,5000000,0,6.3,Steve Carver,12200000,Action|Crime|Drama|Thriller|Western,Chuck Norris,Lone Wolf McQuade ,7973,7183,William Sanderson,David Carradine,drugs|martial arts|texas|texas ranger|weapon,http://www.imdb.com/title/tt0085862/?ref_=fn_tt_tt_1,65,English,USA,PG,Color,1983,29,1.85,1400
8,7800,6500,1500,95,6000000,3,5.8,David Atkins,2025238,Comedy|Crime|Drama|Thriller,Helena Bonham Carter,Novocaine ,9589,18689,Scott Caan,Steve Martin,dentist|drugs|murder|sex|sunflower,http://www.imdb.com/title/tt0234354/?ref_=fn_tt_tt_1,105,English,USA,R,Color,2001,84,1.85,289
8,553,177,33,93,8000000,1,6.8,Andrew Currie,298110,Comedy|Drama|Horror|Sci-Fi,Alexia Fast,Fido ,25055,786,Kesun Loder,Henry Czerny,decapitation|neighbor|neighborhood|next door neighbor|zombie,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,98,English,Canada,R, Black and White,2006,140,2.35,6900
8,5300,4000,2400,84,8600000,0,6.5,Joby Harold,14373825,Crime|Mystery|Thriller,Jessica Alba,Awake ,63216,15854,Terrence Howard,Hayden Christensen,anesthetic|anesthetic awareness|heart|heart surgery|surgery,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,196,English,USA,R,Color,2007,133,2.35,4600
8,2300,1600,1200,88,9000000,2,7.1,Danny Leiner,18225165,Adventure|Comedy,John Cho,Harold & Kumar Go to White Castle ,155262,9314,Anthony Anderson,David Krumholtz,marijuana|police|road trip|stoner|white castle,http://www.imdb.com/title/tt0366551/?ref_=fn_tt_tt_1,316,English,USA,R,Color,2004,150,1.85,4800
8,174,109,59,122,9000000,12,7.1,Jeremy Sims,,Drama|History|War,Harrison Gilbertson,Beneath Hill 60 ,5741,498,Steve Le Marquand,Gyton Grantley,blue clay|diversion|ends with biographical notes|ends with historical notes|tunnel,http://www.imdb.com/title/tt1418646/?ref_=fn_tt_tt_1,39,English,Australia,R,Color,2010,17,2.35,1200
8,485,152,111,91,10000000,0,4.5,Robert Adetuyi,,Drama|Music,Shane Pollard,You Got Served: Beat the World ,1642,964,Chase Armitage,Mishael Morgan,,http://www.imdb.com/title/tt1568139/?ref_=fn_tt_tt_1,11,English,Canada,PG-13,Color,2011,5,2.35,1200
8,14000,1300,163,102,11000000,1,5.1,William A. Graham,2807854,Adventure|Drama|Romance,Milla Jovovich,Return to the Blue Lagoon ,14129,15581,Wayne Pygram,Brian Krause,baby|desert island|island|sequel|teenage girl,http://www.imdb.com/title/tt0102782/?ref_=fn_tt_tt_1,39,English,USA,PG-13,Color,1991,14,1.85,967
8,4300,3000,2900,83,13000000,2,5.5,Danny Leiner,46729374,Comedy|Mystery,Ashton Kutcher,"Dude, Where's My Car? ",116625,13654,Seann William Scott,Jennifer Garner,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469,English,USA,PG-13,Color,2000,106,1.37,4800
8,1700,611,397,106,14000000,2,6.2,James Dodson,115504,Comedy|Drama|Romance,Jesse Metcalfe,The Other End of the Line ,4820,3439,Anupam Kher,Larry Miller,birthday|call center|fiance|hotel|indian,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,26,English,UK,PG-13,Color,2008,22,2.35,1100
8,88,82,49,93,16000000,0,5.6,Kunihiko Yuyama,,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Veronica Taylor,Pokémon 3: The Movie ,9066,373,Lisa Ortiz,Eric Stuart,ash|father|mother|pokemon|professor,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1,55,Japanese,Japan,G,Color,2000,39,1.85,38
8,1300,533,219,96,17000000,0,4.8,Stuart Gillard,42660000,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Elias Koteas,Teenage Mutant Ninja Turtles III ,25086,2554,John Aylward,Paige Turco,battle|japan|magic|samurai|turtle,http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1,87,English,USA,PG,Color,1993,60,1.85,1000
8,3400,172,20,104,17000000,2,6.3,Pascal Chaumeil,,Comedy|Romance,Diane Kruger,A Perfect Plan ,5525,3610,Malonn Lévana,Dany Boon,curse|divorce|marriage|tourism|travel,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,11,French,France,,Color,2012,58,2.35,853
8,7700,1600,1300,81,18000000,2,5.3,Rick Friedberg,26906039,Action|Comedy,Leslie Nielsen,Spy Hard ,29621,14353,Andy Griffith,Charles Durning,1990s|dentist|hit with a door|martial arts|museum,http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1,76,English,USA,PG-13,Color,1996,27,1.85,588
8,3100,1900,1700,106,18000000,4,5.7,Kevin Rodney Sullivan,64955956,Comedy|Drama,Michael Ealy,Barbershop 2: Back in Business ,10104,10656,Ice Cube,Queen Latifah,barbecue|barbershop|blaxploitation|marriage|politics,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,69,English,USA,PG-13, Black and White,2004,50,1.85,265
8,22000,3300,2300,93,19000000,1,6.1,Scott Mann,,Action|Crime|Thriller,Robert De Niro,Heist ,16193,36354,Jeffrey Dean Morgan,Gina Carano,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,57,English,USA,R,Color,2015,44,2.35,9300
8,22000,3300,2300,93,19000000,1,6.1,Scott Mann,,Action|Crime|Thriller,Robert De Niro,Heist ,16198,36354,Jeffrey Dean Morgan,Gina Carano,bus|die hard scenario,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,57,English,USA,R,Color,2015,44,2.35,9300
8,6500,6400,4100,101,19000000,2,6.1,Josh Gordon,27758465,Comedy|Drama|Romance,Jeff Goldblum,The Switch ,77987,24492,Patrick Wilson,Jennifer Aniston,artificial insemination|best friend|new york city|sperm|sperm donor,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,120,English,USA,PG-13,Color,2010,181,2.35,6100
8,3100,2800,1600,92,20000000,1,4.7,John Bonito,18843314,Action|Drama|Thriller,Manu Bennett,The Marine ,27486,8545,Robert Patrick,John Cena,beating|marine|muscleman|tied up|tough guy,http://www.imdb.com/title/tt0419946/?ref_=fn_tt_tt_1,284,English,USA,PG-13,Color,2006,78,1.85,1400
8,2200,2200,1500,124,20000000,1,5.5,Kevin Rodney Sullivan,37672350,Comedy|Drama|Romance,Whoopi Goldberg,How Stella Got Her Groove Back ,5427,8960,Taye Diggs,Regina King,female protagonist|jamaica|six word title|tragic event|vacation,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51,English,USA,R,Color,1998,29,1.85,1100
8,2500,1200,1000,100,26000000,4,4.5,Kevin Allen,23222861,Action|Adventure|Comedy|Family|Romance|Sci-Fi,Keith David,Agent Cody Banks 2: Destination London ,11092,7442,Daniel Roebuck,Anthony Anderson,chase|evil scientist|gadget|mind control|tough girl,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,44,English,USA,PG,Color,2004,55,2.35,167
8,3600,2500,770,82,30000000,0,6,John A. Davis,80920948,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Patrick Stewart,Jimmy Neutron: Boy Genius ,23943,8351,Martin Short,Jim Cummings,alien|boy genius|children|genius|rescue,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,118,English,USA,G,Color,2001,66,1.85,425
8,4200,3200,2200,102,32000000,0,6.3,Nanette Burstein,17797316,Comedy|Romance,Drew Barrymore,Going the Distance ,50523,18161,Charlie Day,Justin Long,bar|job|long distance relationship|male pubic hair|pubic hair,http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1,113,English,USA,R,Color,2010,167,2.35,8100
8,8200,4300,1000,105,35000000,2,5.9,Kevin Rodney Sullivan,67962333,Comedy|Romance,Zoe Saldana,Guess Who ,33887,15189,Bernie Mac,Ashton Kutcher,argument|engagement|family relationships|love|undressing,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,160,English,USA,PG-13,Color,2005,104,1.85,919
8,5800,1000,692,110,35000000,1,4.6,Willard Huyck,16295774,Action|Adventure|Comedy|Romance|Sci-Fi,Tim Robbins,Howard the Duck ,33669,8800,Jeffrey Jones,Lea Thompson,alien|duck|laser|planet|singer,http://www.imdb.com/title/tt0091225/?ref_=fn_tt_tt_1,269,English,USA,PG,Color,1986,81,1.85,7700
8,3900,3800,1500,84,40000000,3,5.8,Jean-Marie Poiré,4777007,Comedy|Fantasy|Sci-Fi,Jean Reno,Just Visiting ,15130,11549,Christina Applegate,Malcolm McDowell,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98,English,France,PG-13,Color,2001,61,2.35,565
8,12000,11000,8000,88,50000000,1,5.9,John A. Davis,28133159,Adventure|Animation|Comedy|Family|Fantasy,Nicolas Cage,The Ant Bully ,30055,48122,Julia Roberts,Meryl Streep,ant|miniaturization|punishment|shrinking|sudden change in size,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,70,English,USA,PG,Color,2006,105,1.85,593
8,3900,106,54,107,50000000,1,7,Jean-Marie Poiré,700000,Comedy|Fantasy|Sci-Fi,Jean Reno,Les visiteurs ,24438,4115,Isabelle Nanty,Christian Clavier,distant past|future time travel|nobleman|squire|trapped in the past,http://www.imdb.com/title/tt0108500/?ref_=fn_tt_tt_1,78,French,France,R,Color,1993,16,2.35,1500
8,1200,35,6,92,60000000,2,6.7,Nils Gaup,,Adventure|Family,Gabriel Byrne,Shipwrecked ,1984,1247,Louisa Milwood-Haigh,Bjørn Sundquist,boy|island|pirate|ship|treasure,http://www.imdb.com/title/tt0099816/?ref_=fn_tt_tt_1,14,English,Norway,PG,Color,1990,6,2.35,278
8,8000,5700,1400,93,61000000,2,6.3,Josh Gordon,118153533,Comedy|Sport,Will Ferrell,Blades of Glory ,129995,22532,Rob Corddry,William Fichtner,competition|fight|ice|jock strap|nintendo game boy advance,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,246,English,USA,PG-13,Color,2007,191,1.85,3100
8,5700,2600,1800,91,70000000,1,3.6,Wych Kaosayananda,14294842,Action|Crime|Sci-Fi|Thriller,Antonio Banderas,Ballistic: Ecks vs. Sever ,16761,11946,Ray Park,Lucy Liu,blood splatter|camera shot from inside human body|combat|die hard scenario|fbi,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,277,English,USA,R,Color,2002,92,2.35,391
8,3900,106,56,118,140000000,0,6,Jean-Marie Poiré,146072,Comedy|Family|Fantasy|Sci-Fi,Jean Reno,Les couloirs du temps: Les visiteurs II ,7147,4082,Philippe Nahon,Christian Clavier,jewel|knight|magical potion|sequel|time travel comedy,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,French,France,,Color,1998,8,2.35,136
9,743,413,133,93,60000,0,3.4,Terron R. Parsons,,Crime|Drama|Horror,Richard Tyson,Hayride ,485,1527,Corlandos Scott,Jeremy Sande,,http://www.imdb.com/title/tt1861343/?ref_=fn_tt_tt_1,5,English,USA,Not Rated,Color,2012,13,1.78,284
9,116,24,10,99,100000,2,5.8,Jamaa Fanaka,,Crime|Drama|Sport,Leon Isaac Kennedy,Penitentiary ,509,170,Wilbur 'Hi-Fi' White,Chuck Mitchell,blaxploitation|boxing|convict|drifter|false accusation,http://www.imdb.com/title/tt0079709/?ref_=fn_tt_tt_1,10,English,USA,R,Color,1979,23,1.85,157
9,48,10,7,79,500000,1,5.7,Chris Kentis,30500882,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,Open Water ,42256,67,Daniel Travis,Saul Stein,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,http://www.imdb.com/title/tt0374102/?ref_=fn_tt_tt_1,916,English,USA,R,Color,2003,235,1.85,1700
9,1300,710,634,90,500000,0,7.3,Jacob Aaron Estes,603943,Crime|Drama,Josh Peck,Mean Creek ,26407,3955,Scott Mechlowicz,Rory Culkin,boat|bully|dare|friend|river,http://www.imdb.com/title/tt0377091/?ref_=fn_tt_tt_1,154,English,USA,R,Color,2004,126,1.85,1000
